,University,Abbreviation,Department,Course_title,Professor,Prerequisite,Scores,Description,University_Homepage,Course_Homepage,Unitcode,Teaching_period,Unit_level,Credit_rating,Available_as_a_free_choice_unit
763,The University of Manchester,UOM,Department of Earth and Environmental Sciences,Climate and Energy P607,Martin Gallagher,BSc Physics Students: None,Written exam100%,"This course conveys the importance of human energy use and its effects on climate, in the recent past and in the future. It ranges from providing knowledge of detailed understanding and calculation of key physical processes, such as aerosol-cloud feedback mechanisms and greenhouse gas radiative effects, to global scenario assumptions of current and future energy usage combining fundamental knowledge of energy flows in the Earth’s planetary system using examples such as ENSO and thermohaline circulations to population growth dynamics and fossil and renewable energy lifecycles. Students are introduced to simple modelling approaches, and finally to evaluate hypotheses of future energy usage including off-planet energy provision and population migration.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/EART30362,EART30362,Semester 2,Level 6,10,Yes
764,The University of Manchester,UOM,Department of Earth and Environmental Sciences,Meteorology & Atmospheric Physics P511,Geraint Vaughan,Completion of first year Physics or equivalent,Other20%Report20%Set exercise60%,The unit will :,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/EART30351,EART30351,Semester 1,Level 6,10,Yes
765,The University of Manchester,UOM,Department of Physics & Astronomy,Yr3 Physics Laboratory Work (All Year),Michael Keith,Introduction to Quantum Mechanics,Practical skills assessment100%,Third Year Laboratory (Core),https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS30180,PHYS30180,Full year,Level 3,20,No
766,The University of Manchester,UOM,Department of Earth and Environmental Sciences,Comparative Planetology,James Gilmour,First two years of a BSc degree,"Other30%Written assignment (inc essay)70% Assessment type% Weighting within unitHand out and hand in datesLength How, when and what feedback is providedILO testedEssay30tbdn/aVia turnitin when marks are available1-4Essay70In exam periodn/aVia turnitin when marks are available1-4 ","In this course unit students will learn about the geology of the terrestrial planets and consider what we can learn about the processes of planet formation and evolution.  Content varies somewhat from year to year to reflect current areas of exciting research, but in outline will cover these areas.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/EART30232,EART30232,Semester 2,Level 6,10,Yes
767,The University of Manchester,UOM,Department of Physics & Astronomy,Introduction to Nuclear and Particle Physics,Lloyd Cawthorne,Quantum Physics and Relativity,Other33%Written exam67%,Introduction to Nuclear and Particle Physics,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS30121,PHYS30121,Semester 1,Level 3,10,No
768,The University of Manchester,UOM,Department of Physics & Astronomy,Computational Physics,Draga Pihler-Puzovic,Introduction to Programming for Physicists,,Computational Physics,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS20762,PHYS20762,Semester 2,Level 2,10,No
769,The University of Manchester,UOM,Department of Physics & Astronomy,Astrophysical Processes,Patrick Weltevrede,Dynamics,Written exam100%,Astrophysical Processes,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS20692,PHYS20692,Semester 2,Level 2,10,No
770,The University of Manchester,UOM,Department of Computer Science,Quantum Computing,Richard Banach,"You have to be happy to do plenty of mathematics, linear algebra in particular. The material is covered in the course itself (and includes topics in linear algebra not covered elsewhere), but it's a great help if you've seen (at least some) linear algebra before. By all means contact me if you're unsure.",Written exam100%,"Quantum computing is one of the most intriguing of modern developments at the interface of computing, mathematics and physics, whose long term impact is far from clear as yet.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/COMP39112,COMP39112,Semester 2,Level 3,10,Yes
771,The University of Manchester,UOM,Department of Physics & Astronomy,BSc dissertation,Yang Xian,Introduction to Quantum Mechanics,Dissertation100%,,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS30880,PHYS30880,Full year,Level 3,10,No
772,The University of Manchester,UOM,Department of Physics & Astronomy,Complex Variables and Vector Spaces,Michael Godfrey,Dynamics,Written exam100%,Complex Variables and Vector Spaces (M),https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00638/bsc-physics/course-details/PHYS20672,PHYS20672,Semester 2,Level 2,10,No
773,The University of Manchester,UOM,Politics,The International Political Economy of Trade,Silke Trommer,,Assessment will be both formative and summative. Formative assessment will come both in the form of a book review and through informal discussions between the student and tutor. Summative assessment will include: a) the book review; b) a set of seminar log entries (one per seminar) requiring students to reflect on in-class activities and discussions and the prescribed readings; c) a research essay on an area of students' own choosing.,"After an introductory lecture and seminar, the course is divided into three parts. Part I deals with the economic arguments underlying debates around free trade and protection. In Part II, the course covers the political institutions of the modern trading system, from the history of the multilateral system under the auspices of the World Trade Organization, to present day free trade agreements and basics of WTO law. We also run a set of model trade negotiations in tutorials. Part III builds on the previous parts to focus on select issues and actors in global trade. By way of conclusion the module will reflect on the future of the global trading system.",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00675/bsocsc-politics-and-international-relations/course-details/POLI32082,POLI32082,Semester 2,Level 3,20,Yes
774,The University of Manchester,UOM,"Division of Nursing, Midwifery and Social Work","Public Health, Society and Nursing",Karen Iley,,Oral assessment/presentation100%,,https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/10971/bnurs-adult-nursing/course-details/NURS10021,NURS10021,Semester 1,Level 1,10,No
775,The University of Manchester,UOM,Division of Psychology and Mental Health,Sociality & Communication: Evolutionary Perspectives,"
",,"A coursework assignment worth 35%, a exam worth 60% and engagement activities worth 5%.","Humans and other group-living species, such as bees, songbirds, nonhuman primates and dolphins (to name a few) face a number of challenges. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC31131,PSYC31131,Semester 1,Level 3,20,No
776,The University of Manchester,UOM,Alliance Manchester Business School,Organisational Psychology,Lee Wickham,,Coursework Essay - 50%2 x Exam Essays  - 50%,"The structure of the course centres on the key areas of organisational psychology, as proposed by the British Psychological Society. This provides students with a broad understanding of the topic, and will be beneficial for any students who might wish to continue towards a career in this area. ",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00653/bsc-psychology/course-details/PSYC30242,PSYC30242,Semester 2,Level 3,20,No
777,The University of Manchester,UOM,Politics,United States Foreign Policy: Dominance and Decline in a Complex World,Jonathan Gilmore,,"Reflective Learning Journal: 3,000 words (50%)Foreign Policy Case Study: 3,000 words (50%)","Why does the United States behave as it does in international politics?  How did it become so powerful? Who really makes the decisions in US foreign policy? Is it a stabilising influence in international politics, or an overly aggressive and unrestrained superpower?",https://www.manchester.ac.uk/,https://www.manchester.ac.uk/study/undergraduate/courses/2021/00675/bsocsc-politics-and-international-relations/course-details/POLI32132,POLI32132,Semester 2,Level 3,20,Yes
